timestamp,open,high,low,close,volume
2019-03-08 15:23:00,1608.8500,1609.0200,1608.0000,1608.5699,11619
2019-03-08 15:22:00,1609.8175,1610.1300,1608.4399,1608.4399,6900
2019-03-08 15:21:00,1609.2200,1609.9000,1609.1100,1609.9000,5694
2019-03-08 15:20:00,1608.4800,1609.5000,1608.4800,1608.9100,5461
2019-03-08 15:19:00,1609.2000,1609.2000,1608.2700,1609.0900,10364
2019-03-08 15:18:00,1609.6000,1609.6000,1609.1000,1609.1000,6102
2019-03-08 15:17:00,1609.7300,1609.7300,1609.7300,1609.7300,8452
2019-03-08 15:16:00,1611.7748,1611.7748,1610.9000,1610.9000,3282
2019-03-08 15:15:00,1610.3199,1611.4100,1610.3199,1611.0100,7870
2019-03-08 15:14:00,1610.8584,1610.8584,1610.8584,1610.8584,6518
2019-03-08 15:13:00,1609.8997,1609.8997,1609.3950,1609.3950,10635
2019-03-08 15:12:00,1609.6600,1609.6600,1609.6600,1609.6600,13976
2019-03-08 15:11:00,1610.4800,1610.4800,1610.4800,1610.4800,14111
2019-03-08 15:10:00,1613.2400,1613.2400,1613.2400,1613.2400,6088
2019-03-08 15:09:00,1613.5782,1614.7300,1613.3898,1614.0100,0
2019-03-08 15:08:00,1613.2000,1613.4800,1612.6000,1613.3149,8020
2019-03-08 15:07:00,1612.9609,1613.0800,1612.4301,1612.6000,4994
2019-03-08 15:06:00,1613.4100,1614.0400,1613.0000,1613.0000,9583
2019-03-08 15:05:00,1614.4000,1614.4000,1613.4448,1613.4448,9895
2019-03-08 15:04:00,1613.3691,1614.5050,1613.3691,1614.2600,9141
2019-03-08 15:03:00,1613.4600,1613.4968,1613.1600,1613.2725,3643
2019-03-08 15:02:00,1614.1750,1614.1949,1613.0848,1613.0848,10723
2019-03-08 15:01:00,1615.1899,1615.1899,1613.8418,1614.0100,14444
2019-03-08 15:00:00,1614.5940,1615.0300,1614.5300,1615.0300,4512
2019-03-08 14:59:00,1615.7800,1616.0000,1614.6119,1614.6119,8461
2019-03-08 14:58:00,1615.6444,1616.4900,1615.6400,1616.0800,6652
2019-03-08 14:57:00,1617.2880,1617.5699,1615.9150,1615.9150,13909
2019-03-08 14:56:00,1617.6200,1617.7100,1617.1700,1617.4000,5160
2019-03-08 14:55:00,1618.2178,1618.4200,1617.6415,1617.6415,5236
2019-03-08 14:54:00,1618.3843,1618.5959,1617.9000,1618.5959,7958
2019-03-08 14:53:00,1617.9000,1618.4700,1617.7452,1618.2880,11789
2019-03-08 14:52:00,1616.3450,1617.5000,1616.1300,1617.5000,13990
2019-03-08 14:51:00,1616.5000,1617.0601,1616.5000,1616.6855,5545
2019-03-08 14:50:00,1615.5000,1616.0400,1615.0900,1616.0400,5632
2019-03-08 14:49:00,1616.5900,1616.9550,1615.7001,1615.7900,8366
2019-03-08 14:48:00,1615.7200,1617.0000,1615.7200,1617.0000,4330
2019-03-08 14:47:00,1616.2000,1616.2000,1615.8311,1615.8643,5272
2019-03-08 14:46:00,1615.5526,1616.5300,1615.5391,1616.4900,12790
2019-03-08 14:45:00,1614.5300,1615.3743,1614.5300,1615.2548,14791
2019-03-08 14:44:00,1614.6210,1614.9100,1614.3000,1614.6450,6914
2019-03-08 14:43:00,1613.6700,1614.2500,1613.5795,1614.0947,4290
2019-03-08 14:42:00,1613.4301,1613.4700,1613.4250,1613.4250,1741
2019-03-08 14:41:00,1613.0718,1613.1949,1612.7300,1612.7300,2753
2019-03-08 14:40:00,1613.6899,1613.6899,1612.8199,1612.8199,4188
2019-03-08 14:39:00,1614.0000,1614.2800,1613.4399,1613.7000,5049
2019-03-08 14:38:00,1613.4916,1614.0900,1613.4916,1614.0900,5318
2019-03-08 14:37:00,1613.2200,1613.6700,1613.2200,1613.4900,3857
2019-03-08 14:36:00,1613.5000,1613.5000,1613.0250,1613.2500,4849
2019-03-08 14:35:00,1612.8199,1613.5200,1612.8199,1613.5200,7074
2019-03-08 14:34:00,1612.9700,1613.0699,1612.6825,1612.6825,3503
2019-03-08 14:33:00,1613.7100,1613.7155,1613.2100,1613.2532,8426
2019-03-08 14:32:00,1613.0000,1613.8300,1613.0000,1613.6100,7347
2019-03-08 14:31:00,1611.6500,1612.8900,1611.6500,1612.7396,4394
2019-03-08 14:30:00,1611.4100,1611.5100,1611.1899,1611.2600,6102
2019-03-08 14:29:00,1612.4500,1612.4808,1611.5984,1611.6150,4413
2019-03-08 14:28:00,1611.6500,1612.5000,1611.6000,1612.2000,4851
2019-03-08 14:27:00,1612.3800,1612.3800,1611.6100,1611.6100,1424
2019-03-08 14:26:00,1612.1600,1612.1600,1611.7625,1612.1497,4585
2019-03-08 14:25:00,1611.4500,1612.0000,1611.4500,1612.0000,3476
2019-03-08 14:24:00,1611.9600,1611.9600,1611.3650,1611.7700,3114
2019-03-08 14:23:00,1611.6100,1611.9293,1611.6100,1611.9293,2058
2019-03-08 14:22:00,1610.7449,1611.5435,1610.7100,1611.4100,4264
2019-03-08 14:21:00,1611.2300,1611.2400,1611.0200,1611.0200,1784
2019-03-08 14:20:00,1611.9500,1611.9500,1611.2400,1611.2400,6060
2019-03-08 14:19:00,1612.1768,1612.4000,1611.9399,1612.4000,6520
2019-03-08 14:18:00,1611.6200,1611.9600,1611.6200,1611.9600,1543
2019-03-08 14:17:00,1611.8000,1611.8000,1611.3199,1611.6300,4147
2019-03-08 14:16:00,1610.7500,1611.9800,1610.7500,1611.6602,6447
2019-03-08 14:15:00,1610.0000,1611.2800,1610.0000,1611.0601,3414
2019-03-08 14:14:00,1611.0300,1611.1500,1610.8114,1610.8114,2831
2019-03-08 14:13:00,1611.2990,1611.7400,1610.8900,1611.2400,8374
2019-03-08 14:12:00,1612.0002,1612.2000,1611.6100,1611.6100,7057
2019-03-08 14:11:00,1612.0000,1613.0300,1612.0000,1612.5500,21178
2019-03-08 14:10:00,1611.4800,1611.6899,1611.4800,1611.6899,5668
2019-03-08 14:09:00,1610.7830,1611.3800,1610.7830,1611.1700,2668
2019-03-08 14:08:00,1610.4700,1610.9301,1610.4700,1610.7450,4458
2019-03-08 14:07:00,1609.9399,1610.1200,1609.9399,1610.1200,2460
2019-03-08 14:06:00,1609.6257,1610.4900,1609.6257,1610.4900,4039
2019-03-08 14:05:00,1609.6917,1609.7300,1609.5601,1609.5601,5527
2019-03-08 14:04:00,1609.4000,1609.8199,1609.3264,1609.8199,2168
2019-03-08 14:03:00,1609.9600,1610.0000,1609.6400,1609.6400,5377
2019-03-08 14:02:00,1609.5000,1610.0000,1609.3000,1610.0000,6895
2019-03-08 14:01:00,1610.3101,1610.5100,1609.7000,1610.0200,5450
2019-03-08 14:00:00,1610.5551,1610.5551,1609.8400,1610.1500,7424
2019-03-08 13:59:00,1610.6600,1610.6600,1610.6000,1610.6000,872
2019-03-08 13:58:00,1610.7250,1611.1700,1610.6801,1611.1200,3182
2019-03-08 13:57:00,1611.0800,1611.0800,1610.7400,1611.0288,2944
2019-03-08 13:56:00,1610.3000,1611.3300,1610.0000,1611.3300,9692
2019-03-08 13:55:00,1611.2050,1611.2050,1610.5400,1610.5400,4439
2019-03-08 13:54:00,1611.6447,1612.0000,1611.4053,1611.4053,5364
2019-03-08 13:53:00,1611.2300,1611.2300,1610.6500,1611.0369,7900
2019-03-08 13:52:00,1611.3417,1611.6600,1611.1200,1611.1500,5734
2019-03-08 13:51:00,1612.6899,1612.6899,1611.4406,1611.4406,5396
2019-03-08 13:50:00,1612.1600,1612.4600,1612.0000,1612.4600,4374
2019-03-08 13:49:00,1612.6804,1612.9600,1612.0297,1612.3600,6306
2019-03-08 13:48:00,1613.0300,1613.3700,1612.5400,1612.9200,9160
2019-03-08 13:47:00,1612.1300,1612.8700,1612.0000,1612.8700,8203
2019-03-08 13:46:00,1611.3700,1612.1801,1611.3007,1611.9900,2832
2019-03-08 13:45:00,1612.0205,1612.0205,1611.8800,1611.8809,2675
2019-03-08 13:44:00,1612.3400,1612.4301,1612.0000,1612.2700,6288
